ident,iata_code
RKNC,QUN
RKND,SHO
RKNN,KAG
RKNW,WJU
RKNY,YNY
RKPC,CJU
RKPD,JDG
RKPE,CHF
RKPK,PUS
RKPS,HIN
RKPU,USN
RKRO,QJP
RKSI,ICN
RKSM,SSN
RKSO,OSN
RKSS,GMP
RKSW,SWU
RKTA,QDY
RKTH,KPO
RKTN,TAE
RKTP,HMY
RKTU,CJJ
RKTY,YEC
RKU,RKU
RKY,RKY
RLP,RLP
RMD,RMD
RMP,RMP
RMU,RMU
RNR,RNR
ROAH,OKA
RODN,DNA
ROKJ,UEO
ROKR,KJP
ROMD,MMD
ROMY,MMY
RORA,AGJ
RORE,IEJ
RORH,HTR
RORK,KTD
RORS,SHI
RORT,TRA
RORY,RNJ
ROYN,OGN
RPBL,BSI
RPLB,SFS
RPLC,CRK
RPLI,LAO
RPLL,MNL
RPLO,CYU
RPLP,LGP
RPLS,SGL
RPLU,LBX
RPMA,AAV
RPMC,CBO
RPMD,DVO
RPME,BXU
RPMF,BPH
RPMG,DPL
RPMH,CGM
RPMI,IGN
RPMJ,JOL
RPMM,MLP
RPMN,TWT
RPMO,OZC
RPMP,PAG
RPMQ,MXI
RPMR,GES
RPMS,SUG
RPMU,CDY
RPMV,IPE
RPMW,TDG
RPMZ,ZAM
RPNS,IAO
RPSD,RZP
RPUB,BAG
RPUD,DTE
RPUH,SJI
RPUM,MBO
RPUN,WNP
RPUO,BSO
RPUR,BQA
RPUS,SFE
RPUT,TUG
RPUV,VRC
RPUW,MRQ
RPUY,CYZ
RPV,RPV
RPVA,TAC
RPVB,BCD
RPVC,CYP
RPVD,DGT
RPVE,MPH
RPVF,CRM
RPVI,ILO
RPVJ,MBT
RPVK,KLO
RPVM,CEB
RPVO,OMC
RPVP,PPS
RPVR,RXS
RPVS,EUQ
RPVT,TAG
RPVU,TBH
RPVV,USU
RRM,RRM
RSE,RSE
RU-0025,NGK
RU-0035,GRV
RU-0200,KDY
RU-0493,DLR
RU-VUS,VUS
RUU,RUU
RVC,RVC
RZH,RZH
S31,LPS
S60,KEH
SA14,MJR
SA30,CCT
SAAC,COC
SAAG,GHU
SAAJ,JNI
SAAP,PRA
SAAR,ROS
SAAV,SFN
SABE,AEP
SACC,LCM
SACO,COR
SADF,FDO
SADL,LPG
SADP,EPA
SAEZ,EZE
SAFR,RAF
SAHC,HOS
SAHE,CVH
SAHR,GNR
SAHS,RDS
SAHZ,APZ
SAM,SAM
SAME,MDZ
SAMM,LGS
SAMR,AFA
SANC,CTC
SANE,SDE
SANL,IRJ
SANR,RHD
SANT,TUC
SANU,UAQ
SANW,CRR
SAOC,RCU
SAOD,VDR
SAOR,VME
SAOS,RLO
SAOU,LUQ
SARC,CNQ
SARE,RES
SARF,FMA
SARI,IGR
SARL,AOL
SARM,MCS
SARP,PSS
SAS,SAS
SASA,SLA
SASJ,JUJ
SASO,ORA
SAST,TTG
SATC,CLX
SATD,ELO
SATG,OYA
SATK,LLS
SATM,MDX
SATR,RCQ
SATU,UZU
SAVB,EHL
SAVC,CRD
SAVD,EMX
SAVE,EQS
SAVH,LHS
SAVJ,IGB
SAVN,OES
SAVQ,MQD
SAVR,ARR
SAVS,SGV
SAVT,REL
SAVV,VDM
SAVY,PMY
SAWA,ING
SAWC,FTE
SAWD,PUD
SAWE,RGA
SAWG,RGL
SAWH,USH
SAWJ,ULA
SAWM,ROY
SAWP,PMQ
SAWR,GGS
SAWS,JSM
SAWT,RYO
SAWU,RZA
SAZB,BHI
SAZC,CSZ
SAZF,OVR
SAZG,GPO
SAZH,OYO
SAZL,SST
SAZM,MDQ
SAZN,NQN
SAZO,NEC
SAZP,PEH
SAZR,RSA
SAZS,BRC
SAZT,TDL
SAZV,VLG
SAZW,CUT
SAZY,CPC
SB-VIU,VIU
SB29,SB2
SBAA,CDJ
SBAC,ARX
SBAQ,AQA
SBAR,AJU
SBAT,AFL
SBAU,ARU
SBAX,AAX
SBBE,BEL
SBBG,BGX
SBBH,PLU
SBBI,BFH
SBBP,BJP
SBBR,BSB
SBBT,BAT
SBBU,BAU
SBBV,BVB
SBBW,BPG
SBBZ,BZC
SBCA,CAC
SBCB,CFB
SBCD,CFC
SBCF,CNF
SBCG,CGR
SBCH,XAP
SBCI,CLN
SBCJ,CKS
SBCM,CCM
SBCN,CLV
SBCP,CAW
SBCR,CMG
SBCT,CWB
SBCV,CRQ
SBCX,CXJ
SBCY,CGB
SBCZ,CZS
SBDB,BYO
SBDN,PPB
SBEG,MAO
SBEK,JCR
SBEP,ESI
SBFI,IGU
SBFL,FLN
SBFN,FEN
SBFZ,FOR
SBGL,GIG
SBGM,GJM
SBGO,GYN
SBGR,GRU
SBGU,GPB
SBGV,GVR
SBGW,GUJ
SBHT,ATM
SBIC,ITA
SBIH,ITB
SBIL,IOS
SBIP,IPN
SBIT,ITR
SBIZ,IMP
SBJA,JJG
SBJF,JDF
SBJP,JPA
SBJU,JDO
SBJV,JOI
SBKG,CPV
SBKP,VCP
SBLE,LEC
SBLJ,LAJ
SBLN,LIP
SBLO,LDB
SBLP,LAZ
SBMA,MAB
SBMC,MQH
SBMD,MEU
SBME,MEA
SBMG,MGF
SBMK,MOC
SBML,MII
SBMN,PLL
SBMO,MCZ
SBMQ,MCP
SBMS,MVF
SBMY,MNX
SBNF,NVT
SBNM,GEL
SBOI,OYK
SBPA,POA
SBPB,PHB
SBPC,POO
SBPF,PFB
SBPJ,PMW
SBPK,PET
SBPL,PNZ
SBPN,PNB
SBPP,PMG
SBPS,BPS
SBPV,PVH
SBQV,VDC
SBRB,RBR
SBRF,REC
SBRJ,SDU
SBRP,RAO
SBRR,BRB
SBSC,SNZ
SBSG,NAT
SBSJ,SJK
SBSL,SLZ
SBSM,RIA
SBSN,STM
SBSO,SMT
SBSP,CGH
SBSR,SJP
SBST,SSZ
SBSV,SSA
SBTA,QHP
SBTB,TMT
SBTC,UNA
SBTD,TOW
SBTE,THE
SBTF,TFF
SBTK,TRQ
SBTL,TEC
SBTR,TSQ
SBTT,TBT
SBTU,TUR
SBUA,SJL
SBUF,PAV
SBUG,URG
SBUL,UDI
SBUR,UBA
SBVG,VAG
SBVH,BVH
SBVT,VIX
SBYS,QPS
SBZM,IZA
SCAC,ZUD
SCAN,LOB
SCAP,WAP
SCAR,ARI
SCAS,WPA
SCAT,CPO
SCBA,BBA
SCBE,TOQ
SCBI,DPB
SCCC,CCH
SCCF,CJC
SCCH,YAI
SCCI,PUQ
SCCQ,COW
SCCY,GXQ
SCDA,IQQ
SCEL,SCL
SCES,ESR
SCEV,FRT
SCFA,ANF
SCFM,WPR
SCFT,FFU
SCGE,LSQ
SCGZ,WPU
SCHR,LGR
SCIE,CCP
SCIP,IPC
SCJO,ZOS
SCKP,CPP
SCLL,VLR
SCLN,ZLR
SCNT,PNT
SCOV,OVL
SCPC,ZPC
SCPQ,MHC
SCPV,PUX
SCQP,ZCO
SCR,SCR
SCRA,CNR
SCRD,VAP
SCRG,QRC
SCRM,TNM
SCSB,SMB
SCSE,LSC
SCSF,SSD
SCST,WCA
SCTC,PZS
SCTE,PMC
SCTI,ULC
SCTL,TLX
SCTN,WCH
SCTO,ZIC
SCTT,TTC
SCVD,ZAL
SCVM,KNA
SDAM,CPQ
SDBK,QCJ
SDCG,OLC
SDCO,SOD
SDDR,QDC
SDI,SDI
SDJL,JLS
SDKK,QOA
SDLP,QGC
SDNY,QNV
SDOU,OUS
SDOW,OIA
SDPW,QHB
SDRK,QIQ
SDRS,REZ
SDSC,QSC
SDUB,UBT
SDUN,ITP
SDUO,QGS
SDVG,VOT
SDYM,QGB
SDZY,IZA
SE-0016,SCR
SEAM,ATF
SECO,OCC
SECU,CUE
SEGS,GPS
SEGU,GYE
SEII,IBB
SEJI,JIP
SELT,LTX
SEMA,MRR
SEMC,XMS
SEMH,MCH
SEMT,MEC
SENL,LGQ
SEPT,PYO
SEPV,PVO
SEQM,UIO
SERO,ETR
SESA,SNC
SESC,SUQ
SESM,PTZ
SEST,SCY
SESV,BHA
SETH,TSC
SETI,TPN
SETM,LOH
SETN,ESM
SETR,TPC
SETU,TUA
SFAL,PSY
SFR,SFR
SFU,SFU
SGAS,ASU
SGAY,AYO
SGCO,CIO
SGEN,ENO
SGES,AGT
SGFI,FLM
SGL,SGL
SGME,ESG
SGPI,PIL
SGPJ,PJC
SIC,SIC
SILC,LVR
SIMK,FRC
SIZ,SIZ
SIZX,JUA
SJF,SJF
SJHG,CFO
SJNP,NPR
SJRG,RIG
SJTC,JTC
SJVO,ARS
SK-001,ACM
SK-002,ECO
SK-005,ARO
SK-008,JUO
SK-020,SJR
SK-021,NPU
SK-045,PCC
SK-046,SQF
SK-047,AYI
SK-048,ACL
SK-059,CUI
SK-109,MOY
SK-115,EUO
SK-116,PRE
SK-120,SQE
SK-131,TAU
SK-144,AYC
SK-154,DZI
SK-174,DZI
SK-183,SJH
SK-189,BHF
SK-193,GGL
SK-197,UNC
SK-198,AYA
SK-209,NBB
SK-217,MND
SK-223,NAD
SK-236,GCA
SK-245,SRO
SK-272,BAC
SK-277,CQT
SK-284,ELJ
SK-307,LMC
SK-348,SOH
SK-354,URI
SK-360,ECR
SK-365,MQR
SK-367,ISD
SK-392,AZT
SK-422,HRR
SK-442,SQB
SK-462,LPE
SK-471,ARF
SK-481,MFB
SK-482,MHF
SK-511,CSR
SK-521,LPE
SKAC,ACR
SKAD,ACD
SKAM,AFI
SKAN,ADN
SKAP,API
SKAR,AXM
SKAS,PUU
SKBC,ELB
SKBG,BGA
SKBO,BOG
SKBQ,BAQ
SKBS,BSC
SKBU,BUN
SKCA,CPB
SKCC,CUC
SKCD,COG
SKCG,CTG
SKCI,CCO
SKCL,CLO
SKCM,CIM
SKCN,RAV
SKCO,TCO
SKCR,CUO
SKCU,CAQ
SKCV,CVE
SKCZ,CZU
SKEB,EBG
SKEJ,EJA
SKFL,FLA
SKFU,FDA
SKGA,LGT
SKGI,GIR
SKGO,CRC
SKGP,GPI
SKHA,CPL
SKHC,HTZ
SKIB,IBE
SKIG,IGO
SKIP,IPI
SKJ,SKJ
SKLC,APO
SKLG,LQM
SKLM,MCJ
SKLP,LPD
SKLT,LET
SKMD,EOH
SKMF,MFS
SKMG,MGN
SKML,MTB
SKMR,MTR
SKMU,MVP
SKMZ,MZL
SKNC,NCI
SKNQ,NQU
SKNV,NVA
SKOC,OCV
SKOE,ORC
SKOT,OTU
SKPC,PCR
SKPD,PDA
SKPE,PEI
SKPI,PTX
SKPL,PLT
SKPN,NAR
SKPP,PPN
SKPQ,PAL
SKPR,PBE
SKPS,PSO
SKPV,PVA
SKPZ,PZA
SKQU,MQU
SKRG,MDE
SKRH,RCH
SKSA,RVE
SKSJ,SJE
SKSL,SSL
SKSM,SMR
SKSO,SOX
SKSP,ADZ
SKSR,SRS
SKSV,SVI
SKTB,TIB
SKTD,TDA
SKTL,TLU
SKTM,TME
SKTQ,TQS
SKTU,TRB
SKUC,AUC
SKUI,UIB
SKUL,ULQ
SKUR,URR
SKVG,VGZ
SKVL,PYA
SKVP,VUP
SKVV,VVC
SKYA,AYG
SKYP,EYP
SLAG,MHW
SLAP,APB
SLAS,ASC
SLBJ,BJO
SLCA,CAM
SLCB,CBB
SLCH,CCA
SLCO,CIJ
SLCP,CEP
SLET,SRZ
SLGY,GYA
SLHJ,BVK
SLJ,SLJ
SLJE,SJS
SLJO,SJB
SLJV,SJV
SLLP,LPB
SLMG,MGD
SLOR,ORU
SLPO,POI
SLPR,PUR
SLPS,PSZ
SLRA,SRD
SLRB,RBO
SLRI,RIB
SLRY,REY
SLSA,SBL
SLSB,SRJ
SLSI,SNG
SLSM,SNM
SLSR,SRB
SLSU,SRE
SLTI,MQK
SLTJ,TJA
SLTR,TDD
SLUY,UYU
SLVG,VAH
SLVM,VLM
SLVR,VVI
SLYA,BYC
SMBN,ABN
SMCO,TOT
SMDA,DRJ
SMH,SMH
SMJP,PBM
SMMO,MOJ
SMNI,ICK
SMP,SMP
SMPA,OEM
SMST,SMZ
SMWA,AGI
SMZO,ORG
SNAI,APY
SNAL,APQ
SNAR,AMJ
SNAX,AIF
SNBC,BDC
SNBL,BVM
SNBR,BRA
SNBS,BSS
SNBU,BMS
SNBX,BQQ
SNCP,CTP
SNCU,CPU
SNCX,QCH
SNDC,RDC
SNDN,LEP
SNDT,DTI
SNDV,DIQ
SNED,CNV
SNFX,SXX
SNGA,GUZ
SNGD,GDP
SNGI,GNM
SNGN,QGP
SNHA,ITN
SNIC,IRE
SNIG,QIG
SNIP,QIT
SNIU,IPU
SNJB,JCM
SNJD,FEC
SNJK,JEQ
SNJN,JNA
SNJR,JDR
SNKE,CMP
SNKI,CDI
SNKN,QCP
SNLO,SSO
SNMA,MTE
SNMU,MVS
SNMX,SBJ
SNMZ,PTQ
SNNU,NNU
SNOS,PSW
SNOU,FEJ
SNOX,ORX
SNPC,PCS
SNPD,POJ
SNPX,PIV
SNQ,SNQ
SNQG,FLB
SNRD,PDF
SNRU,CAU
SNSW,SFK
SNTF,TXF
SNTI,OBI
SNTO,TFL
SNVB,VAL
SNVI,QID
SNVS,BVS
SNWC,CMC
SNYE,PHI
SNYH,ITI
SNYW,GMS
SNZA,PPY
SNZW,ITE
SO-BXX,BXX
SO-GTA,GTA
SOA,SOA
SOCA,CAY
SOGS,GSI
SOI,SOI
SOOA,MPY
SOOG,OYP
SOOM,LDX
SOOR,REI
SOOS,XAU
SOR,SOR
SPAO,APE
SPAR,ALD
SPAS,AOP
SPBB,MBP
SPBL,BLP
SPBR,IBP
SPCL,PCL
SPDR,TDP
SPEO,CHM
SPGM,TGI
SPHI,CIX
SPHO,AYP
SPHY,ANS
SPHZ,ATA
SPIL,UMI
SPIM,LIM
SPIZ,UCZ
SPJA,RIJ
SPJE,JAE
SPJI,JJI
SPJJ,JAU
SPJL,JUL
SPJN,SJA
SPJR,CJA
SPLN,RIM
SPLO,ILQ
SPME,TBP
SPMF,MZA
SPMR,SMG
SPMS,YMS
SPNC,HUU
SPOA,SQU
SPPY,CHH
SPQT,IQT
SPQU,AQP
SPRU,TRU
SPSO,PIO
SPST,TPP
SPSY,SYC
SPTN,TCQ
SPTU,PEM
SPUR,PIU
SPYL,TYL
SPZA,NZC
SPZO,CUZ
SQD,SQD
SQJ,SQJ
SQT,SQT
SR-AAJ,AAJ
SR-KCB,KCB
SRF,SRF
SRL,SRL
SRM,SRM
SRU,SRU
SRV,SRV
SSAK,CZB
SSAP,APU
SSBG,BGV
SSBL,BNU
SSCK,CCI
SSCL,CSS
SSCN,QCN
SSCP,CKO
SSDO,DOU
SSER,ERM
SSFB,FBE
SSGY,QGA
SSHZ,HRZ
SSIJ,IJU
SSIQ,ITQ
SSJA,JCB
SSKM,CBW
SSKS,QDB
SSKU,QCR
SSKW,OAL
SSLN,LOI
SSLT,ALQ
SSMF,QMF
SSNG,QGF
SSNH,QHV
SSOE,SQX
SSOG,APX
SSPB,PTO
SSPG,PNG
SSPI,PVI
SSPN,PBB
SSQT,QAC
SSRU,SQY
SSS,SSS
SSSB,QOJ
SSSC,CSU
SSTL,TJL
SSU,SSU
SSUM,UMU
SSUO,ZFU
SSV,SSV
SSVI,VIA
SSVP,CTQ
SSVR,QVR
SSXX,AXE
SSYA,AAG
SSZR,SRA
SSZW,PGZ
SUAG,ATI
SUBU,BUV
SUCA,CYR
SUDU,DZO
SULS,PDP
SUMO,MLZ
SUMU,MVD
SUPU,PDU
SURV,RVY
SUSO,STY
SUTB,TAW
SUTR,TYT
SUVO,VCH
SUZ,SUZ
SVAC,AGV
SVAN,AAO
SVAS,LPJ
SVBC,BLA
SVBI,BNS
SVBM,BRM
SVBS,MYC
SVCB,CBL
SVCD,CXA
SVCE,ZRZ
SVCG,CUV
SVCL,CLZ
SVCN,CAJ
SVCO,VCR
SVCP,CUP
SVCR,CZE
SVCU,CUM
SVDZ,PPZ
SVED,EOR
SVEZ,EOZ
SVGD,GDO
SVGI,GUI
SVGU,GUQ
SVHG,HGE
SVIC,ICA
SVIE,ICC
SVJC,LSP
SVKA,KAV
SVLF,LFR
SVMC,MAR
SVMD,MRD
SVMG,PMV
SVMI,CCS
SVMT,MUN
SVON,CBS
SVPA,PYH
SVPC,PBL
SVPE,PDZ
SVPH,PPH
SVPM,SCI
SVPR,PZO
SVPT,PTM
SVRS,LRV
SVS,SVS
SVSA,SVZ
SVSB,SBB
SVSE,SNV
SVSO,STD
SVSP,SNF
SVSR,SFD
SVST,SOM
SVSZ,STB
SVTC,TUV
SVTM,TMO
SVUM,URM
SVVA,VLN
SVVG,VIG
SVVL,VLV
SVVP,VDP
SWBC,BAZ
SWBG,LCB
SWBR,RBB
SWCA,CAF
SWCQ,CQS
SWDM,DMT
SWDN,DNO
SWE,SWE
SWEI,ERN
SWEK,CQA
SWFX,SXO
SWG,SWG
SWGI,GRP
SWGN,AUX
SWHT,HUW
SWII,IPG
SWIY,IDO
SWJI,JPR
SWJN,JIA
SWJU,JRN
SWJW,JTI
SWKC,CCX
SWKO,CIZ
SWKT,TLZ
SWLB,LBR
SWLC,RVD
SWMW,MBZ
SWNA,NVP
SWNI,AQM
SWNK,BCR
SWNQ,NQL
SWNS,APS
SWOB,FBA
SWPG,PBV
SWPI,PIN
SWPM,PBQ
SWPQ,PBX
SWR,SWR
SWRA,AAI
SWRD,ROO
SWRP,AIR
SWSI,OPS
SWST,STZ
SWTP,IRZ
SWTS,TGQ
SWTU,AZL
SWTY,QHN
SWUA,SQM
SWVB,MTG
SWVC,VLP
SWXM,MBK
SWXV,NOK
SXH,SXH
SXP,SXP
SYAH,AHL
SYAN,NAI
SYB,SYB
SYBR,BMJ
SYBT,GFO
SYCJ,GEO
SYF,SYF
SYGO,OGL
SYIB,IMB
SYKM,KAR
SYKR,KRM
SYKS,KRG
SYKT,KTO
SYKZ,KKG
SYL,SYL
SYLP,LUB
SYLT,LTM
SYMB,USI
SYMD,MHA
SYMK,VEG
SYMM,MYM
SYMR,MWJ
SYN,SYN
SYNA,QSX
SYOR,ORJ
SYPM,PMT
SYPR,PRR
SYSC,SDC
SYSK,SKM
SZN,SZN
SZP,SZP
TAA,TAA
TAPA,ANU
TAPH,BBQ
TBA,TBA
TBE,TBE
TBPB,BGI
TBQ,TBQ
TBV,TBV
TCK,TCK
TCT,TCT
TDB,TDB
TDCF,DCF
TDPD,DOM
TDS,TDS
TEO,TEO
TFB,TFB
TFFA,DSD
TFFB,BBR
TFFC,SFC
TFFF,FDF
TFFG,SFG
TFFJ,SBH
TFFM,GBJ
TFFR,PTP
TFFS,LSS
TFY,TFY
TGL,TGL
TGPY,GND
TGPZ,CRU
THW,THW
TIG,TIG
TIST,STT
TISX,STX
TJAB,ARE
TJBQ,BQN
TJC,TJC
TJCG,VQS
TJCP,CPX
TJFA,FAJ
TJIG,SIG
TJMZ,MAZ
TJPS,PSE
TJRV,NRR
TJSJ,SJU
TJVQ,VQS
TKE,TKE
TKL,TKL
TKPK,SKB
TKPN,NEV
TLP,TLP
TLPC,SLU
TLPL,UVF
TLT,TLT
TN-0002,NBE
TNCA,AUA
TNCB,BON
TNCC,CUR
TNCE,EUX
TNCM,SXM
TNCS,SAB
TNW,TNW
TOK,TOK
TPO,PTA
TPT,TPT
TQPF,AXA
TR-0017,BGG
TR-0025,OGU
TR-0026,IGD
TR-0043,IST
TRPG,MNI
TSG,TSG
TSI,TSI
TSK,TSK
TTCP,TAB
TTPP,POS
TTW,TTW
TUE,TUE
TUJ,TUJ
TUPA,NGD
TUPJ,EIS
TUPW,VIJ
TUT,TUT
TUZ,BR-
TVSA,SVD
TVSB,BQU
TVSC,CIW
TVSM,MQS
TVSU,UNI
TVSV,SVD
TW-0002,DSX
TW-CMJ,CMJ
TWH,TWH
TXKF,BDA
TYE,TYE
TZ-GIT,GIT
TZ-LUY,LUY
U41,DBS
UA-0049,MXR
UA-0050,KHU
UAAA,ALA
UAAH,BXH
UAAR,BXJ
UACC,TSE
UACK,KOV
UACP,PPK
UADD,DMB
UAE,UAE
UAFL,IKU
UAFM,FRU
UAFO,OSS
UAII,CIT
UAKD,DZN
UAKK,KGF
UAOO,KZO
UARR,URA
UASB,EKB
UASE,SZI
UASK,UKK
UASP,PWQ
UASS,PLX
UATE,SCO
UATG,GUW
UATT,AKX
UAUR,AYK
UAUU,KSN
UBBB,GYD
UBBG,KVD
UBBL,LLK
UBBN,NAJ
UBBQ,GBB
UBBY,ZTU
UBEE,YLV
UBI,UBI
UDSG,LWN
UDYZ,EVN
UEBB,BQJ
UEBS,SUK
UEBT,UKG
UECT,TLK
UEEA,ADH
UEEE,YKS
UELL,NER
UEMA,MQJ
UEMM,GYG
UEMO,OLZ
UEMT,USR
UEMU,UMS
UENI,VHV
UENN,NYR
UENS,SUY
UENW,VYI
UERL,ULK
UERO,ONK
UERP,PYJ
UERR,MJZ
UERS,SYS
UESG,BGN
UESK,SEK
UESO,CKH
UESS,CYX
UEST,IKS
UESU,ZKP
UG-OYG,OYG
UGB,UGB
UGKO,KUT
UGSB,BUS
UGSS,SUI
UGTB,TBS
UHBB,BQS
UHBI,GDG
UHBW,TYD
UHHH,KHV
UHKK,KXK
UHKM,GVN
UHMA,DYR
UHMD,PVS
UHMM,GDX
UHMO,KVM
UHMP,PWE
UHNB,BQG
UHNN,NLI
UHOO,OHO
UHPP,PKC
UHSB,BVV
UHSH,OHH
UHSI,ITU
UHSK,EKS
UHSM,DEE
UHSO,ZZO
UHSS,UUS
UHTG,AEM
UHTQ,ETL
UHWE,EDN
UHWK,KVR
UHWP,TLY
UHWT,NEI
UHWW,VVO
UIAA,HTA
UIBB,BTK
UIBS,UIK
UIII,IKT
UIKB,ODO
UIKE,ERG
UIKK,KCK
UITT,UKX
UIUU,UUD
UJAP,UJE
UJN,UJN
UKBB,KBP
UKCC,DOK
UKCK,KRQ
UKCM,MPW
UKCS,SEV
UKCW,VSG
UKDB,ERD
UKDD,DNK
UKDE,OZH
UKDR,KWG
UKFB,UKS
UKFF,SIP
UKFK,KHC
UKH,UKH
UKHH,HRK
UKHP,PLV
UKHS,UMY
UKKE,CKC
UKKG,KGO
UKKK,IEV
UKKM,GML
UKKV,ZTR
UKLC,UCK
UKLH,HMJ
UKLI,IFO
UKLL,LWO
UKLN,CWC
UKLR,RWN
UKLU,UDJ
UKOH,KHE
UKON,NLV
UKOO,ODS
UKRR,CEJ
UKWW,VIN
ULAA,ARH
ULAL,LDG
ULAM,NNM
ULAS,CSH
ULBC,CEE
ULDD,AMV
ULDW,VRI
ULH,ULH
ULKK,KSZ
ULLI,LED
ULMK,KVK
ULMM,MMK
ULNN,NVR
ULOL,VLU
ULOO,PKV
ULPB,PES
ULSS,RVH
ULWW,VGD
UMBB,BQT
UMGG,GME
UMII,VTB
UMKK,KGD
UMMG,GNA
UMMM,MHP
UMMS,MSQ
UMOO,MVQ
UNAA,ABA
UNBB,BAX
UNBG,RGK
UNEE,KEJ
UNII,EIE
UNIP,TGP
UNKL,KJA
UNKS,ACS
UNKY,KYZ
UNNT,OVB
UNOO,OMS
UNSS,SWT
UNTT,TOF
UNWW,NOZ
UODD,DKS
UOHH,HTG
UOII,IAA
UOOO,NSK
UOTT,THX
URB,URB
URKA,AAQ
URKE,EIK
URKG,GDZ
URKK,KRR
URML,MCX
URMM,MRV
URMN,NAL
URMO,OGZ
URMS,IGT
URMT,STW
URRP,ROV
URRR,RVI
URRT,TGK
URRY,VLK
URSS,AER
URWA,ASF
URWI,ESL
URWW,VOG
US-0133,AHT
US-0370,BNH
US-0571,XWA
US-0F3,RTL
US-BPA,BPA
USCC,CEK
USCM,MQF
USDA,SBT
USDD,SLY
USDK,YMK
USDP,KKQ
USDS,TQL
USDU,UEN
USHB,EZV
USHH,HMA
USHI,IRM
USHN,NYA
USHS,OVS
USHU,URJ
USHY,EYK
USII,IJK
USKK,KVX
USMM,NYM
USMU,NUX
USNN,NJC
USNR,RAT
USO,USO
USPP,PEE
USRK,KGP
USRN,NFG
USRO,NOJ
USRR,SGC
USSS,SVX
USTO,TOX
USTR,TJM
USUU,KRO
UT1H,BKN
UT25,GMV
UTAA,ASB
UTAK,KRW
UTAM,MYP
UTAT,TAZ
UTAV,CRZ
UTDD,DYU
UTDK,TJU
UTDL,LBD
UTDT,KQT
UTKA,AZN
UTKF,FEG
UTKN,NMA
UTNN,NCU
UTNU,UGC
UTSA,NVI
UTSB,BHK
UTSL,KSQ
UTSN,AFS
UTSS,SKD
UTST,TMJ
UTTT,TAS
UTU,UTU
UUBA,KMW
UUBB,BKA
UUBC,KLF
UUBI,IWA
UUBK,RYB
UUBP,BZK
UUBW,ZIA
UUDD,DME
UUDL,IAR
UUEE,SVO
UUEM,KLD
UUMO,OSF
UUMU,CKL
UUOB,EGO
UUOK,URS
UUOL,LPK
UUOO,VOZ
UUOR,OEL
UUOT,TBW
UUU,UUU
UUWR,RZN
UUWV,TYA
UUWW,VKO
UUYH,UCT
UUYI,INA
UUYP,PEX
UUYS,USK
UUYW,VKT
UUYX,UTS
UUYY,SCW
UWGG,GOJ
UWKB,UUA
UWKD,KZN
UWKE,NBC
UWKJ,JOK
UWKS,CSY
UWKV,ZIX
UWLL,ULV
UWLW,ULY
UWOO,REN
UWOR,OSW
UWPP,PEZ
UWPS,SKX
UWSB,BWO
UWSS,RTW
UWUB,BCX
UWUF,NEF
UWUK,OKT
UWUU,UFA
UWWW,KUF
UZM,UZM
UZR,UZR
VA1G,REW
VA1P,DIU
VAAH,AMD
VAAK,AKD
VAAU,IXU
VABB,BOM
VABI,PAB
VABJ,BHJ
VABM,IXG
VABO,BDQ
VABP,BHO
VABV,BHU
VADN,NMB
VAGN,GUX
VAGO,GOI
VAHB,HBX
VAID,IDR
VAJB,JLR
VAJM,JGA
VAKE,IXY
VAKJ,HJR
VAKP,KLH
VAKS,IXK
VAND,NDC
VANP,NAG
VAOZ,ISK
VAPO,PNQ
VAPR,PBD
VARG,RTC
VARK,RAJ
VARP,RPR
VASD,SAG
VASL,SSE
VASU,STV
VAUD,UDR
VCBI,CMB
VCCA,ACJ
VCCB,BTC
VCCC,RML
VCCG,ADP
VCCH,HIM
VCCJ,JAF
VCCK,KCT
VCCN,KTY
VCCS,GIU
VCCT,TRR
VCCW,WRZ
VCRI,HRI
VDBG,BBM
VDKH,KZC
VDKK,KKZ
VDKT,KTI
VDMK,MWV
VDPP,PNH
VDRK,RBE
VDSR,REP
VDST,TNX
VDSV,KOS
VDSY,KZD
VE-0095,ELX
VE-0114,LGY
VE-0204,ZRZ
VE-0205,KTV
VE-0206,LAG
VE-0207,SFX
VE-0208,SVV
VE-0209,WOK
VEAN,IXV
VEAT,IXA
VEBD,IXB
VEBG,RGH
VEBI,SHL
VEBS,BBI
VECC,CCU
VECO,COH
VEDB,DBD
VEDG,RDP
VEDZ,DEP
VEGK,GOP
VEGT,GAU
VEGY,GAY
VEIM,IMF
VEJP,PYB
VEJS,IXW
VEJT,JRH
VEKM,IXQ
VEKR,IXH
VEKU,IXS
VEKW,IXN
VELP,AJL
VELR,IXI
VEMH,LDA
VEMN,DIB
VEMR,DMU
VEMZ,MZU
VEPG,IXT
VEPT,PAT
VERC,IXR
VERK,RRK
VERU,RUP
VETZ,TEZ
VEVZ,VTZ
VEZO,ZER
VGBR,BZL
VGCB,CXB
VGCM,CLA
VGEG,CGP
VGIS,IRD
VGJR,JSR
VGLM,LLJ
VGRJ,RJH
VGSD,SPD
VGSG,TKR
VGSH,ZHM
VGSY,ZYL
VGZR,DAC
VHHH,HKG
VHHX,HKG
VHST,HHP
VI22,SPB
VI32,SSB
VIAG,AGR
VIAL,IXD
VIAR,ATQ
VIAX,AIP
VIB,VIB
VIBK,BKB
VIBN,VNS
VIBR,KUU
VIBT,BUP
VIBY,BEK
